ㄱㄴ순 ㄱㄴ順
요리문화 料理文化
요리법 料理法
요리사 料理師
요리상 料理床
요리실 料理室
요리점 料理店
요리하다 料理하다
요리학원 料理學院
요릿집 料理집
요마 妖魔
요막 尿膜
요막 遼邈
요망 妖妄
요망 瞭望
요망 要望
요망 遙望
요망군 瞭望軍
요망스럽다 妖妄스럽다
요망스레 妖妄스레
요망하다 妖妄하다
요망하다 瞭望하다
요망하다 要望하다
요망하다 遙望하다
요매 妖魅
요면 凹面
요면경 凹面鏡
요면동판 凹面銅版
요면회절격자 凹面回折格子
요명 窈冥
요명 要名
요명시 要名施
요명하다 要名하다
요목 要目
요몰 夭沒
요무 要務
요문 要門
요물 妖物
요물계약 要物契約
요미 妖迷
요미 料米
요미걸련 搖尾乞憐
요미걸련하다 搖尾乞憐하다
요민 擾民
요민 饒民
요민하다 擾民하다
요밀 要密
요밀요밀하다 要密要密하다
요밀하다 要密하다
요배 遙拜
요배 僚輩
요배하다 遙拜하다
요백 曜魄
요번 요番
요법 療法
요법 療法
요변 妖變
요변 窯變
요변덕 妖變德
요변성 搖變性
요변스럽다 妖變스럽다
요변스레 妖變스레
요변쟁이 妖變쟁이
요변하다 妖變하다
요병 療病
요병하다 療病하다
요부 妖婦
요부 腰部
요부 要部
요부 饒富
요부하다 饒富하다
요불 繞佛
요붕증 尿崩症
요빈 夭貧
요사 夭死
요사 妖邪
요사 要事
요사꾼 妖邪꾼
요사스럽다 妖邪스럽다
요사스레 妖邪스레
요사피우다 妖邪피우다
요사하다 夭死하다
요산 尿酸
요산 樂山
요산요수 樂山樂水
요산요수 樂山樂水
요삽 尿澁
요상 要償
요상 僚相
요상권 要償權
요상인 凹狀刃
요상하다 要償하다
요새 要塞
요새지 要塞地
요색 妖色
요색 要塞
요생 瑤笙
요서 夭逝
요서 妖書
요서하다 夭逝하다
요석 要石
요석 遙昔
요석 尿石
요선 搖扇
요선 腰線
요선 僚船
요설 饒舌
요설가 饒舌家
요설하다 饒舌하다
요성 妖星
요성 搖聲
요소 尿素
요소 要所
요소 要素
요소 尿素
요소비교법 要素比較法
요소수지 尿素樹脂
요소심리학 要素心理學
요속 僚屬
요수 樂水
요순 堯舜
요순시대 堯舜時代
요순시절 堯舜時節
요술 妖術
요술객 妖術客
요술쟁이 妖術쟁이
요술적 妖術的
요술하다 妖術하다
요승 妖僧
요시찰 要視察
요시찰인 要視察人
요식 要式
요식 料食
요식계약 要式契約
요식업 料食業
요식업 料食業
요식업소 料食業所
요식업소 料食業所
요식업자 料食業者
요식업자 料食業者
요식행위 要式行爲
요신 妖神
요신 妖臣
요신 要信
요신증 尿腎症
요실 饒實
요실금 尿失禁
요실하다 饒實하다
요악 妖惡
요악스럽다 妖惡스럽다
요악스레 妖惡스레
요악하다 妖惡하다
요안 瑤顔
요안 腰眼
요액 要扼
요야 妖冶
요약 要約
요약되다 要約되다
요약설 要約說
요약자 要約者
요약적 要約的
요약정리 要約整理
요약하다 要約하다
요양 擾攘
요양 療養
요양미정 擾攘未定
요양미정하다 擾攘未定하다
요양소 療養所
요양식 療養食
요양원 療養院
요양하다 療養하다
요언 妖言
요언 要言
요언 謠言
요얼 妖孼
요업 窯業
요업공예 窯業工藝
요여 腰輿
요역 要驛
요역 了役
요역국 要役國
요역지 要役地
요연하다 瞭然하다
요염 妖艶
요염하다 妖艶하다
요영 謠詠
요예 要譽
요예하다 要譽하다
요오드녹말반응 요오드綠末反應
요오드적정법 요오드滴定法
요오드화 요오드化
요오드화되다 요오드化되다
요오드화물 요오드化物
요오드화수소 요오드化水素
요오드화아연 요오드化亞鉛
요오드화은 요오드化銀
요오드화칼륨 요오드化칼륨
요오드화하다 요오드化하다
요옥 瑤玉
요외 料外
요요기 拗腰技
요요무문 寥寥無聞
요요하다 夭夭하다
요요하다 姚姚하다
요요하다 寥寥하다
요요하다 搖搖하다
요요하다 擾擾하다
요요하다 遙遙하다
요요하다 了了하다
요요히 夭夭히
요요히 姚姚히
요요히 寥寥히
요요히 擾擾히
요요히 遙遙히
요용 要用
요용건 要用件
요용되다 要用되다
요용품 要用品
요용하다 要用하다
요우 僚友
요운 妖雲
요운 腰韻
요원 要員
요원 遙遠
요원 遼遠
요원 燎原
요원증 要員證
요원하다 遙遠하다
요원하다 遼遠하다
요위 腰圍
요유 擾柔
요율 料率
요의 要義
요의 요衣
요의 僚誼
요의 尿意
요의교 了義敎
요의빈삭 尿意頻數
요이 妖異
요익 饒益
요인 妖人
요인 要人
요인 要因
요인증권 要因證券
요일 曜日
요일표 曜日表
요임 要任
요적하다 寥寂하다
요전 요前
요전번 요前番
요절 夭折
요절 撓折
요절 腰折
요절 腰絶
요절 要節
요절병 腰折病
요절복통 腰折腹痛
요절하다 夭折하다
요절하다 腰折하다
요절하다 腰絶하다
요점 要點
요점적 要點的
요점정리 要點整理
요정 了定
요정 妖精
요정 料亭
요정 了定
요정 僚艇
요정 尿精
요정 料亭
요정나다 了定나다
요정내다 了定내다
요정짓다 了定짓다
요정하다 了定하다
요제 搖祭
요제 窯製
요조 凹彫
요조 窈窕
요조숙녀 窈窕淑女
요조하다 窈窕하다
요족 饒足
요족하다 饒足하다
요졸 夭卒
요좌 僚佐
요주의 要注意
요주의자 要注意者
요증 要證
요지 了知
요지 凹地
요지 瑤池
요지 窯址
요지 要地
요지 要旨
요지 了知
요지경 瑤池鏡
요지부동 搖之不動
요지부동하다 搖之不動하다
요지불동 搖之不動
요지하다 了知하다
요지호 凹地湖
요직 要職
요직개편 要職改編
요직인선 要職人選
요진 要津
요진 要鎭
요집 拗執
요차 了叉
요차 療次
요찰 夭札
요찰 瑤札
요찰 料察
요참 腰斬
요참 謠讖
요참하다 腰斬하다
요채 了債
요채하다 了債하다
요처 凹處
요처 要處
요천 遙天
요천순일지곡 堯天舜日之曲
요철 凹凸
요철렌즈 凹凸렌즈
요첩 妖妾
요청 要請
요청서 要請書
요청하다 要請하다
요체 拗體
요체 要諦
요초 妖草
요초 瑤草
요초 邀招
요촉 夭促
요추 腰椎
요추 要樞
요축 饒축
요충 蟯蟲
요충 要衝
요충 蓼蟲
요충지 要衝地
요치 療治
요치하다 療治하다
요컨대 要컨대
요크셔종 요크셔種
요탁 遙度
요탁 料度
요탁하다 遙度하다
요탁하다 料度하다
요탄 妖誕
요탕 搖蕩
요태 妖態
요통 腰痛
요통증 腰痛症
요파 邀破
요판 凹版
요패 腰佩
요패 腰牌
요폐 尿閉
요포 料布
요피부득 要避不得
요하 腰下
요하 遙賀
요하다 要하다
요한 瑤翰
요한계시록 요한啓示錄
요한묵시록 요한默示錄
요한복음 요한福音
요함 凹陷
요함 夭陷
요함 僚檻
요함 僚艦
요함하다 凹陷하다
요함하다 夭陷하다
요항 要港
요항 要項
요해 了解
요해 要害
요해 了解
요해도 了解度
요해심리학 了解心理學
요해지 要害地
요해처 要害處
요행 僥倖
요행 僚倖
요행수 僥倖數
요행심리 僥倖心理
요행하다 僥倖하다
요행히 僥倖히
요현 搖絃
요혈 尿血
요호 窯戶
요호 饒戶
요호 療護
요혹 妖惑
요화 妖花
요화 寥花
요환 妖幻
요활 寥闊
요홧대 寥花대
요흉 妖兇
요희 妖姬
욕 慾
욕 欲
욕 浴
욕 溽
욕 縟
욕 蓐
욕 褥
욕 辱
욕가마리 辱가마리
욕각 欲覺
욕감태기 辱감태기
욕객 浴客
욕계 慾界
욕계 欲界
욕계삼욕 欲界三欲
욕고 浴鼓
욕교 辱交
욕교반졸 欲巧反拙
욕구 慾求
욕구 欲求
욕구불만 欲求不滿
욕구하다 慾求하다
욕구하다 欲求하다
욕급부형 辱及父兄
욕급부형하다 辱及父兄하다
욕기 慾氣
욕기 欲氣
욕기 浴沂
욕념 慾念
욕념 欲念
욕당 欲堂
욕동 浴童
욕되다 辱되다
욕두 浴頭
욕례 縟禮
욕루 慾漏
욕림 辱臨
욕망 慾望
욕망 欲望
욕망이난망 欲忘而難忘
욕먹다 辱먹다
욕법 欲法
욕보다 辱보다
욕보이다 辱보이다
욕부 褥婦
욕분 浴盆
욕불 浴佛
욕불게 浴佛偈
욕불일 浴佛日
욕불회 浴佛會
욕사 褥奢
욕사무지 欲死無地
욕사발 辱沙鉢
욕사행 欲邪行
욕살 褥薩
욕생 欲生
욕설 辱說
욕설하다 辱說하다
욕소필연 欲燒筆硯
욕속부달 欲速不達
욕속불달 欲速不達
욕속지심 欲速之心
욕식기육 欲食其肉
욕실 浴室
욕심 慾心
욕심 欲心
욕심꾸러기 慾心꾸러기
욕심나다 慾心나다
욕심내다 慾心내다
욕심부리다 慾心부리다
욕심쟁이 慾心쟁이
욕언 辱言
욕언미토 欲言未吐
욕우 辱友
욕은 浴恩
욕의 浴衣
욕의 褥醫
욕일 浴日
욕자 慾刺
욕자 欲刺
욕장 浴場
욕쟁이 辱쟁이
욕전 浴殿
욕정 慾情
욕정 欲情
욕조 浴槽
욕주 浴主
욕지 辱知
욕지거리 辱지거리
욕지거리하다 辱지거리하다
욕진 欲塵
욕질 辱질
욕질하다 辱질하다
욕참 慾塹
욕천 慾天
욕천 欲天
욕탕 浴湯
욕토미토 欲吐未吐
욕토미토하다 欲吐未吐하다
욕통 浴桶
욕하다 辱하다
욕해 慾海
욕해 欲海
욕화 慾火
욕화 欲火
욕화 浴化
욕화되다 浴化되다
욕화하다 浴化하다
욧의 욧衣
용 俑
용 傛
용 傭
용 冗
용 勇
용 埇
용 墉
용 宂
용 容
용 嵱
용 庸
용 慂
용 慵
용 憃
용 榕
용 槦
용 涌
용 湧
용 溶
용 熔
용 瑢
용 用
용 甬
용 硧
용 聳
용 舂
용 茸
용 蓉
용 蛹
용 踊
용 踴
용 鎔
용 鏞
용 龍
용 龍
용가 龍駕
용가방 龍哥榜
용간 用奸
용간 用間
용간 龍竿
용간하다 用奸하다
용감 勇敢
용감무쌍 勇敢無雙
용감무쌍하다 勇敢無雙하다
용감성 勇敢性
용감수경 龍龕手鏡
용감스럽다 勇敢스럽다
용감스레 勇敢스레
용감하다 勇敢하다
용감히 勇敢히
용강 勇剛
용강하다 勇剛하다
용개 勇槪
용객 傭客
용거 龍車
용건 勇健
용건 用件
용검 用劍
용검 龍劍
용결 勇決
용경 傭耕
용고 龍鼓
용곤 龍袞
용골 龍骨
용골돌기 龍骨突起
용골자리 龍骨자리
용골좌 龍骨座
용골차 龍骨車
용공 傭工
용공 容共
용공 庸工
용공 聳空
용공구호 容共口號
용공분자 容共分子
용공이념 容共理念
용공이적 容共利敵
용공정책 容共政策
용공하다 傭工하다
용관 冗官
용관 勇冠
용관 容觀
용광 容光
용광 鎔鑛
용광 龍光
용광검 龍光劍
용광로 鎔鑛爐
용교의 龍交椅
용구 熔球
용구 用具
용구 聳懼
용구 龍口
용구 龍駒
용군 庸君
용군 用軍
용군하다 用軍하다
용궁 龍宮
용궁당 龍宮堂
용궁부연록 龍宮赴宴錄
용권 用權
용권 龍卷
용궐 龍闕
용귀 踊貴
용귀되다 踊貴되다
용귀하다 踊貴하다
용규 龍葵
용균 溶菌
용균소 溶菌素
용균현상 溶菌現象
용기 勇氣
용기 容器
용기 涌起
용기 用器
용기 龍旗
용기백배 勇氣百倍
용기백배하다 勇氣百倍하다
용기병 龍騎兵
용기사 龍騎司
용기순위사 龍騎巡衛司
용기시위사 龍騎侍衛司
용기화 用器畵
용꿈 龍꿈
용나 庸懦
용날 龍날
용남 傭男
용납 容納
용납되다 容納되다
용납하다 容納하다
용녀 傭女
용녀 龍女
용념 用念
용뇌 龍腦
용뇌수 龍腦樹
용뇌향 龍腦香
용다 冗多
용단 勇斷
용단 溶斷
용단성 勇斷性
용단지 龍단지
용단하다 勇斷하다
용달 用達
용달사 用達社
용달업 用達業
용달차 用達車
용달하다 用達하다
용담 冗談
용담 勇膽
용담 用談
용담 龍膽
용담가 龍潭歌
용담말 龍膽末
용담초 龍膽草
용대 容貸
용대 用大
용대두 龍擡頭
용덕 勇德
용덕 容德
용덕 龍德
용도 用度
용도 用途
용도 用道
용도 鎔度
용도 龍圖
용도지역제 用途地域制
용돈 用돈
용동 聳動
용동 龍棟
용동궁 龍洞宮
용동되다 聳動되다
용동하다 聳動하다
용두 龍頭
용두머리 龍頭머리
용두박이 龍頭박이
용두보당 龍頭寶幢
용두사미 龍頭蛇尾
용두사미 龍頭蛇尾
용두쇠 龍頭쇠
용두회 龍頭會
용둔 庸鈍
용등 龍燈
용떡 龍떡
용띠 龍띠
용략 勇略
용량 容量
용량 用量
용량분석 容量分析
용려 用慮
용려하다 用慮하다
용력 勇力
용력 用力
용력하다 用力하다
용렬 勇烈
용렬 庸劣
용렬스럽다 庸劣스럽다
용렬스레 庸劣스레
용렬하다 庸劣하다
용례 用例
용로 鎔爐
용룡 龍龍
용루 龍樓
용루 龍淚
용리 熔離
용린 龍鱗
용린갑 龍鱗甲
용립 聳立
용립하다 聳立하다
용마 龍馬
용마석 龍馬石
용만 冗漫
용만문견록 龍灣聞見錄
용만하다 冗漫하다
용말 涌沫
용매 溶媒
용매제 溶媒劑
용매화분해 溶媒化分解
용매화작용 溶媒和作用
용매화합물 溶媒化合物
용맥 龍脈
용맹 勇猛
용맹스럽다 勇猛스럽다
용맹스레 勇猛스레
용맹정진 勇猛精進
용맹하다 勇猛하다
용머리 龍머리
용명 勇名
용명 勇明
용명 溶明
용명 用命
용모 容貌
용모단정 容貌端正
용목 龍目
용몽 龍夢
용무 冗務
용무 勇武
용무 用務
용무 用武
용무사 龍武司
용무순위사 龍武巡衛司
용무하다 用武하다
용묵 用墨
용문 冗文
용문 龍紋
용문 龍門
용문석 龍紋席
용문이십품 龍門二十品
용미 龍尾
용미 龍眉
용미도 龍尾道
용미봉탕 龍尾鳳湯
용미봉탕 龍味鳳湯
용반봉일 龍蟠鳳逸
용반호거 龍盤虎踞
용반호거 龍蟠虎距
용발 聳拔
용방망이 龍방망이
용번 冗煩
용번하다 冗煩하다
용범 容範
용범 鎔范
용법 用法
용변 用便
용변하다 用便하다
용병 傭兵
용병 冗兵
용병 勇兵
용병 用兵
용병법 用兵法
용병술 用兵術
용병하다 傭兵하다
용병하다 用兵하다
용병학 用兵學
용보 龍補
용봉 龍鳳
용봉비녀 龍鳳비녀
용봉채 龍鳳釵
용부 傭夫
용부 傭婦
용부 勇夫
용부 勇赴
용부 庸夫
용부가 庸婦歌
용불용 用不用
용불용설 用不用說
용비 冗費
용비 用費
용비 龍飛
용비 龍鼻
용비봉무 龍飛鳳舞
용비봉무 龍飛鳳舞
용비어천가 龍飛御天歌
용빙 傭聘
용빙하다 傭聘하다
용사 勇士
용사 容赦
용사 溶射
용사 用事
용사 用捨
용사 用私
용사 龍蛇
용사되다 容赦되다
용사비등 龍蛇飛騰
용사비등 龍蛇飛騰
용사자 用事者
용사하다 容赦하다
용사하다 用私하다
용사행장 用舍行藏
용산문화 龍山文化
용삼 龍蔘
용상 庸常
용상 溶相
용상 聳上
용상 龍床
용상 龍狀
용상 龍象
용상하다 庸常하다
용상하다 聳上하다
용색 容色
용색 用色
용색하다 用色하다
용서 容恕
용서되다 容恕되다
용서성 容恕性
용서하다 容恕하다
용석 鎔石
용선 傭船
용선 用船
용선 鎔銑
용선 龍扇
용선 龍船
용선계약 傭船契約
용선로 鎔銑爐
용선료 傭船料
용선하다 傭船하다
용설란 龍舌蘭
용설란 龍舌蘭
용성 溶性
용성 龍城
용성쌍의록 龍城雙義錄
용세 用世
용소 龍沼
용속 庸俗
용속하다 庸俗하다
용수 容受
용수 容手
용수 湧水
용수 用手
용수 用水
용수 龍壽
용수 龍鬚
용수권 用水權
용수량 用水量
용수력 容水力
용수로 用水路
용수석 용수席
용수수요 用水需要
용수원 用水源
용수철 용수鐵
용수철저울 용수鐵저울
용수하다 容手하다
용슬 容膝
용슬 龍蝨
용슬과 龍蝨科
용슬하다 容膝하다
용승 湧昇
용식 容飾
용식 溶蝕
용식작용 溶蝕作用
용신 容身
용신 聳身
용신 龍神
용신경 龍神經
용신굿 龍神굿
용신제 龍神祭
용신하다 容身하다
용심 用心
용심 龍心
용심지 용心지
용심하다 用心하다
용안 容顔
용안 龍眼
용안 龍顔
용안육 龍眼肉
용암 溶暗
용암 鎔巖
용암구 鎔巖丘
용암굴 鎔巖窟
용암대지 鎔巖臺地
용암류 鎔巖流
용암원정구 鎔巖圓頂丘
용암층 鎔巖層
용암탑 鎔巖塔
용암호 鎔巖湖
용액 溶液
용야 鎔冶
용약 勇躍
용약 庸弱
용약 踊躍
용약하다 勇躍하다
용약하다 踊躍하다
용양 龍陽
용어 冗語
용어 用語
용어 龍馭
용어법 冗語法
용어사전 用語辭典
용어해설 用語解說
용언 庸言
용언 用言
용언절 用言節
용여 容與
용여 用餘
용역 用役
용역경비업 用役警備業
용역불 用役弗
용역산업 用役産業
용역생산 用役生産
용역수출 用役輸出
용역업체 用役業體
용역회사 用役會社
용연 溶然
용연 聳然
용연 龍涎
용연 龍硯
용연향 龍涎香
용열 容悅
용옥척 龍屋脊
용왕 勇往
용왕 庸王
용왕 龍王
용왕 龍王
용왕경 龍王經
용왕굿 龍王굿
용왕매진 勇往邁進
용왕매진하다 勇往邁進하다
용왕문 龍王門
용용 冗用
용용 溶溶
용용수 溶溶水
용용하다 溶溶하다
용용히 溶溶히
용우하다 庸愚하다
용원 傭員
용원 冗員
용원부 龍原府
용유 庸儒
용유 溶油
용융 熔融
용융 鎔融
용융되다 熔融되다
용융되다 鎔融되다
용융염전해 鎔融鹽電解
용융점 熔融點
용융점 鎔融點
용융하다 熔融하다
용융하다 鎔融하다
용음 庸音
용음 龍吟
용의 容儀
용의 容疑
용의 庸醫
용의 用意
용의알 龍의알
용의자 容疑者
용의주도 用意周到
용의주도하다 用意周到하다
용의하다 用意하다
용이 容易
용이하다 容易하다
용이히 容易히
용익 用益
용익권 用益權
용익물권 用益物權
용인 傭人
용인 容忍
용인 容認
용인 庸人
용인 用人
용인되다 容忍되다
용인되다 容認되다
용인하다 容忍하다
용인하다 容認하다
용인하다 用人하다
용일 涌溢
용임 傭賃
용자 傭者
용자 勇姿
용자 勇者
용자 容姿
용자 龍姿
용자 龍子
용자례 用字例
용자법 用字法
용자불구 勇者不懼
용자창 用字窓
용작 龍勺
용잔 庸孱
용잠 龍潛
용잠 龍簪
용잡 冗雜
용잡하다 冗雜하다
용장 冗長
용장 勇壯
용장 勇將
용장 庸將
용장 用將
용장 用杖
용장 龍欌
용장 龍章
용장문 冗長文
용장하다 冗長하다
용장하다 勇壯하다
용장하다 用將하다
용재 庸才
용재 用材
용재 用財
용재 鎔滓
용재림 用材林
용저 龍邸
용적 容積
용적계 容積計
용적량 容積量
용적률 容積率
용적탄성률 容積彈性率
용전 傭錢
용전 勇戰
용전 用箋
용전 用錢
용전 龍殿
용전여수 用錢如水
용전여수하다 用錢如水하다
용전하다 勇戰하다
용절 龍節
용점 鎔點
용접 容接
용접 鎔接
용접기 鎔接器
용접봉 鎔接棒
용접철재 鎔接鐵材
용접하다 鎔接하다
용정자 龍亭子
용제 溶劑
용제 龍祭
용조 庸租
용조 鎔造
용족 龍族
용존산소량 溶存酸素量
용졸 勇卒
용졸 庸拙
용졸하다 庸拙하다
용종 龍種
용종 龍鐘
용좌 龍座
용주 鎔鑄
용주 龍主
용주 龍珠
용주 龍舟
용중 容重
용중 龍衆
용지 勇智
용지 容止
용지 用地
용지 用智
용지 用紙
용지 龍智
용지 龍池
용지불갈 用之不渴
용지불갈 用之不竭
용지불갈하다 用之不渴하다
용지판 용지板
용지하처 用之何處
용직 庸直
용진 勇進
용진하다 勇進하다
용질 容質
용질 溶質
용차 龍車
용처 用處
용천 湧泉
용천 用天
용천 龍泉
용천검 龍泉劍
용천혈 湧泉穴
용첨 聳瞻
용첨하다 聳瞻하다
용청 聳聽
용청하다 聳聽하다
용체 容體
용촉 龍燭
용추 龍湫
용추지지 用錐指地
용출 湧出
용출 溶出
용출 聳出
용출법 溶出法
용출하다 湧出하다
용출하다 溶出하다
용출하다 聳出하다
용치 聳峙
용탈 溶脫
용탑 龍榻
용태 容態
용통 甬筒
용퇴 勇退
용퇴하다 勇退하다
용투 勇鬪
용투하다 勇鬪하다
용트림 龍트림
용트림하다 龍트림하다
용틀임 龍틀임
용틀임하다 龍틀임하다
용평상 龍平床
용포 龍袍
용품 庸品
용품 用品
용필 冗筆
용필 用筆
용필침웅 用筆沈雄
용필하다 用筆하다
용하 用下
용하하다 用下하다
용한 勇悍
용한하다 勇悍하다
용합 溶合
용합되다 溶合되다
용합하다 溶合하다
용해 溶解
용해 鎔解
용해 龍해
용해도 溶解度
용해도곡선 溶解度曲線
용해되다 溶解되다
용해되다 鎔解되다
용해로 鎔解爐
용해보조제 溶解補助劑
용해소 溶解素
용해열 溶解熱
용해적 溶解積
용해제 溶解劑
용해질 溶解質
용해하다 溶解하다
용해하다 鎔解하다
용해화 溶解化
용행 庸行
용향 龍香
용허 容許
용허되다 容許되다
용허하다 容許하다
용현 用賢
용현하다 用賢하다
용혈 溶血
용혈반응 溶血反應
용혈성 溶血性
용혈성빈혈 溶血性貧血
용혈성황달 溶血性黃疸
용혈소 溶血素
용혐 龍嫌
용혐저면흑 龍嫌猪面黑
용협 勇俠
용협하다 勇俠하다
용형 用刑
용호 龍虎
용호교 龍虎交
용호방 龍虎榜
용호상박 龍虎相搏
용호상박 龍虎相搏
용호상박하다 龍虎相搏하다
용호영 龍虎營
용혹무괴 容或無怪
용화 冗話
용화 容華
용화 熔化
용화 鎔化
용화 鎔和
용화 龍華
용화교 龍華敎
용화되다 鎔化되다
용화하다 鎔化하다
용화회 龍華會
용후 龍喉
용훼 容喙
용훼하다 容喙하다
용흥 龍興
우 于
우 亏
우 亴
우 佑
우 俁
우 偊
우 偶
우 優
우 區
우 又
우 友
우 右
우 吁
우 堣
우 宇
우 寓
우 尤
우 嵎
우 庽
우 愚
우 憂
우 旴
우 杅
우 牛
우 玗
우 瑀
우 疣
우 盂
우 盱
우 祐
우 禑
우 禹
우 竽
우 紆
우 羽
우 耦
우 耰
우 芋
우 藕
우 虞
우 謣
우 踽
우 迂
우 遇
우 郵
우 釪
우 鍝
우 隅
우 雨
우 雩
우 麀
우 麌
우 齲
우가 牛價
우가 牛加
우각 優角
우각 牛角
우각 羽角
우각 隅角
우각 雨脚
우각사 牛角莎
우각유 牛脚油
우각형파수 牛角形把守
우간 牛肝
우간 羽幹
우간의대부 右諫議大夫
우감 偶感
우감문솔부 右監門率府
우개 右開
우개 憂慨
우개 羽蓋
우객 羽客
우거 寓居
우거 愚擧
우거 牛車
우거지상 우거지相
우거하다 寓居하다
우걸 愚傑
우걸 羽傑
우격 羽檄
우견 愚見
우결 憂結
우경 右傾
우경 牛耕
우경 雨景
우경우희 又驚又喜
우경적 右傾的
우경하다 右傾하다
우경학 優境學
우계 佑啓
우계 右契
우계 愚計
우계 憂悸
우계 牛契
우계 雨季
우계집 牛溪集
우계하다 佑啓하다
우고 愚稿
우고 愚考
우고 憂苦
우곡 憂哭
우곡 紆曲
우곡 迂曲
우곡 雨谷
우곡하다 紆曲하다
우곡하다 迂曲하다
우골 牛骨
우골고 牛骨膏
우골유 牛骨油
우골지 牛骨脂
우골탑 牛骨塔
우공 寓公
우공 牛公
우공이산 愚公移山
우과 牛科
우과천청 雨過天晴
우관 羽冠
우관 郵官
우괴하다 迂怪하다
우구 偶句
우구 憂懼
우구 雨具
우구되다 憂懼되다
우구하다 憂懼하다
우구화 雨久化
우구화 雨久花
우국 憂國
우국단충 憂國丹忠
우국지사 憂國之士
우국지사 憂國志士
우국지심 憂國之心
우국충정 憂國衷情
우국하다 憂國하다
우군 友軍
우군 右軍
우군기 友軍機
우궁 右弓
우궁깃 右弓깃
우궁형 優弓形
우권 優眷
우권 右券
우귀 于歸
우귀 偶句
우귀 牛鬼
우귀일 于歸日
우귀하다 于歸하다
우규 右揆
우극 尤極
우극 尤隙
우근 羽根
우근 藕根
우금 于今
우금 牛禁
우금하다 牛禁하다
우기 右旗
우기 右記
우기 雨期
우기 雨氣
우기동조 牛驥同早
우김성 우김性
우남 愚男
우낭 牛囊
우낭 羽囊
우내 宇內
우녀 愚女
우녀 牛女
우뇌 憂惱
우단 右袒
우단 羽緞
우단 雩壇
우단하다 右袒하다
우담 牛膽
우담남성 牛膽南星
우담화 優曇華
우답불파 牛踏不破
우당 友黨
우당 右黨
우대 偶對
우대 優待
우대 羽隊
우대 雨帶
우대권 優待券
우대금리 優待金利
우대되다 優待되다
우대사항 優待事項
우대생 優待生
우대세율 優待稅率
우대언 右代言
우대하다 優待하다
우도 友道
우도 右道
우도 牛刀
우도 牛賭
우도할계 牛刀割鷄
우독 愚禿
우두 牛痘
우두 牛頭
우두 羽頭
우두골 牛頭骨
우두약 牛痘藥
우둔 愚鈍
우둔 牛臀
우둔하다 愚鈍하다
우드합금 우드合金
우등 優等
우등상 優等賞
우등생 優等生
우등열차 優等列車
우등하다 優等하다
우라늄광 우라늄鑛
우락 憂樂
우락 牛酪
우락 羽樂
우락유 牛酪乳
우란분 盂蘭盆
우랄알타이어족 우랄알타이語族
우랄어족 우랄語族
우람 愚濫
우람하다 愚濫하다
우랑 牛囊
우량 優良
우량 雨量
우량계 雨量計
우량도 雨量圖
우량도서 優良圖書
우량법인 優良法人
우량아 優良兒
우량주 優良株
우량품 優良品
우량학군 優良學群
우레탄수지 우레탄樹脂
우려 憂慮
우려되다 憂慮되다
우려성 憂慮性
우려하다 憂慮하다
우력 偶力
우례 于禮
우례 優禮
우례하다 于禮하다
우례하다 優禮하다
우로 愚老
우로 雨露
우로지택 雨露之澤
우로하다 愚魯하다
우론 愚論
우롱 愚弄
우롱 羽弄
우롱하다 愚弄하다
우뢰 又賴
우료 郵料
우루 愚陋
우루 雨淚
우루처 雨漏處
우루하다 愚陋하다
우루하다 雨淚하다
우류 羽類
우리 牛李
우리사주조합 우리社株組合
우리판 우리板
우린 羽鱗
우림령 雨林鈴
우립 雨笠
우릿간 우릿間
우마 牛馬
우마주 牛馬走
우마차 牛馬車
우망 迂妄
우매 愚妹
우매 愚昧
우매성 愚昧性
우매하다 愚昧하다
우맹 愚氓
우면 優免
우면 右眄
우면 右面
우명 佑命
우명 優命
우명청우계 盂皿晴雨計
우모 牛毛
우모 羽毛
우모린각 牛毛麟角
우모직 羽毛織
우목 牛目
우몽 愚蒙
우몽하다 愚蒙하다
우묘 尤妙
우묘하다 尤妙하다
우무 右武
우무 右舞
우무 羽舞
우무 雨霧
우문 右文
우문 尤文
우문 愚問
우문관 右文館
우문우답 愚問愚答
우문좌무 右文左武
우문좌무하다 右文左武하다
우문하다 右文하다
우문현답 愚問賢答
우물 尤物
우물 愚物
우물귀신 우물鬼神
우물천장 우물天障
우미 優美
우미 愚迷
우미량 우미樑
우미어 牛尾魚
우미인초 虞美人草
우미하다 優美하다
우미하다 愚迷하다
우민 愚民
우민 憂悶
우민 憂民
우민정책 愚民政策
우민하다 憂悶하다
우민하다 憂民하다
우민화 愚民化
우바니사토 優婆尼沙土
우바새 優婆塞
우바이 優婆夷
우박 愚樸
우박 憂迫
우박 雨雹
우발 偶發
우발범 偶發犯
우발사고 偶發事故
우발적 偶發的
우발채무 偶發債務
우발하다 偶發하다
우방 友邦
우방 右坊
우방 右房
우방 右方
우방 牛蒡
우방무 右坊舞
우방안보 友邦安保
우방자 牛蒡子
우배 友輩
우백호 右白虎
우번 右番
우벌찬 于伐飡
우범 虞犯
우범소년 虞犯少年
우범자 虞犯者
우범지대 虞犯地帶
우변 右邊
우변칙활용 우變則活用
우별초 右別抄
우병영 右兵營
우보 右輔
우보 牛步
우보간 右補諫
우복동 牛腹洞
우부 右部
우부 愚夫
우부 愚婦
우부방 右阜傍
우부우맹 愚夫愚氓
우부우부 愚夫愚婦
우부풍 右扶風
우분 憂憤
우분 牛糞
